"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2014",8.792819,"B"
"TUR","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2015",8.56782,
"TUR","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2016",8.588534,
"GBR","SELFEMPWNOEMP","MEN","PC_EMP","A","2013",14.2625,
"GBR","SELFEMPWNOEMP","MEN","PC_EMP","A","2014",14.67367,
"GBR","SELFEMPWNOEMP","MEN","PC_EMP","A","2015",14.23925,
"GBR","SELFEMPWNOEMP","MEN","PC_EMP","A","2016",14.75566,
"GBR","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2013",7.510059,
"GBR","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2014",8.118435,
"GBR","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2015",8.164798,
"GBR","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2016",8.56636,
"USA","SELFEMPWNOEMP","MEN","PC_EMP","A","2013",9.023876,"E"
"USA","SELFEMPWNOEMP","MEN","PC_EMP","A","2014",8.939144,
"USA","SELFEMPWNOEMP","MEN","PC_EMP","A","2015",8.838509,
"USA","SELFEMPWNOEMP","MEN","PC_EMP","A","2016",8.971304,
"USA","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2013",6.457914,"E"
"USA","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2014",6.354481,
"USA","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2015",6.203463,
"USA","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2016",6.256702,
"BRA","SELFEMPWNOEMP","MEN","PC_EMP","A","2013",19.23348,
"BRA","SELFEMPWNOEMP","MEN","PC_EMP","A","2014",20.19884,
"BRA","SELFEMPWNOEMP","MEN","PC_EMP","A","2015",21.17463,
"BRA","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2013",14.76255,
"BRA","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2014",15.2981,
"BRA","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2015",15.75317,
"CHL","SELFEMPWNOEMP","MEN","PC_EMP","A","2013",19.38122,
"CHL","SELFEMPWNOEMP","MEN","PC_EMP","A","2014",15.23708,
"CHL","SELFEMPWNOEMP","MEN","PC_EMP","A","2015",19.90621,
"CHL","SELFEMPWNOEMP","MEN","PC_EMP","A","2016",20.79736,
"CHL","SELFEMPWNOEMP","MEN","PC_EMP","A","2017",23.54316,
"CHL","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2013",15.0726,
"CHL","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2014",16.49525,
"CHL","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2015",20.87113,
"CHL","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2016",21.73507,
"CHL","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2017",20.06408,
"EST","SELFEMPWNOEMP","MEN","PC_EMP","A","2013",6.038726,
"EST","SELFEMPWNOEMP","MEN","PC_EMP","A","2014",6.735752,
"EST","SELFEMPWNOEMP","MEN","PC_EMP","A","2015",6.597222,
"EST","SELFEMPWNOEMP","MEN","PC_EMP","A","2016",6.584751,
"EST","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2013",4.076739,
"EST","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2014",4.023384,
"EST","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2015",4.454945,
"EST","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2016",4.374364,
"ISR","SELFEMPWNOEMP","MEN","PC_EMP","A","2013",8.774473,
"ISR","SELFEMPWNOEMP","MEN","PC_EMP","A","2014",8.909204,
"ISR","SELFEMPWNOEMP","MEN","PC_EMP","A","2015",8.903129,
"ISR","SELFEMPWNOEMP","MEN","PC_EMP","A","2016",9.039134,
"ISR","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2013",6.276589,
"ISR","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2014",6.676356,
"ISR","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2015",6.749253,
"ISR","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2016",6.919155,
"SVN","SELFEMPWNOEMP","MEN","PC_EMP","A","2013",10.7578,
"SVN","SELFEMPWNOEMP","MEN","PC_EMP","A","2014",11.13398,
"SVN","SELFEMPWNOEMP","MEN","PC_EMP","A","2015",10.90096,
"SVN","SELFEMPWNOEMP","MEN","PC_EMP","A","2016",9.919405,
"SVN","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2013",5.423477,
"SVN","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2014",5.705853,
"SVN","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2015",5.781898,
"SVN","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2016",5.470616,
"ZAF","SELFEMPWNOEMP","MEN","PC_EMP","A","2013",8.345981,
"ZAF","SELFEMPWNOEMP","MEN","PC_EMP","A","2014",8.002625,
"ZAF","SELFEMPWNOEMP","MEN","PC_EMP","A","2015",8.667874,
"ZAF","SELFEMPWNOEMP","MEN","PC_EMP","A","2016",9.01954,
"ZAF","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2013",9.115743,
"ZAF","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2014",8.225361,
"ZAF","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2015",8.780988,
"ZAF","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2016",8.788985,
"LVA","SELFEMPWNOEMP","MEN","PC_EMP","A","2013",7.122839,
"LVA","SELFEMPWNOEMP","MEN","PC_EMP","A","2014",7.65808,
"LVA","SELFEMPWNOEMP","MEN","PC_EMP","A","2015",8.698678,
"LVA","SELFEMPWNOEMP","MEN","PC_EMP","A","2016",8.913453,
"LVA","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2013",5.544148,
"LVA","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2014",5.653383,
"LVA","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2015",6.08835,
"LVA","SELFEMPWNOEMP","WOMEN","PC_EMP","A","2016",6.588881,
