"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2005",2.046685,"B"
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2006",2.083084,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2007",2.251595,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2008",2.531053,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2009",2.158368,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2010",2.075877,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2011",2.233855,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2012",2.174786,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2013",2.125315,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2014",2.00403,"B"
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2015",2.164557,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.244967,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","1995",6.727172,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","1996",6.659136,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","1997",6.730779,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","1998",6.709494,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","1999",6.860293,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2000",6.691599,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2001",6.662859,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2002",6.626746,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2003",6.784643,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2004",6.973854,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2005",6.527806,"B"
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2006",6.46837,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2007",6.476956,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2008",6.339428,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2009",6.461511,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2010",6.476315,"B"
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2011",6.428519,"B"
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2012",6.399181,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2013",6.300555,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2014",6.132536,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2015",6.097626,
"DEU","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.810885,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","1995",2.500534,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","1996",2.453943,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","1997",2.504216,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","1998",2.552203,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","1999",2.508627,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2000",2.523324,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2001",2.582858,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2002",2.528586,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2003",2.472239,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2004",2.604467,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2005",2.55295,"B"
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2006",2.523358,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2007",2.43848,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2008",2.414438,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2009",2.465675,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2010",2.494514,"B"
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2011",2.419824,"B"
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2012",2.390418,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2013",2.386451,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2014",2.394838,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2015",2.388432,
"DEU","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.306583,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","1995",8.671673,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","1996",9.226103,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","1997",9.639735,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","1998",9.722389,"B"
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","1999",10.04867,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2000",10.35362,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2001",10.68238,"B"
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2002",9.905155,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2003",9.473207,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2004",10.40892,"B"
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2005",10.13288,"B"
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2006",10.34854,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2007",10.38995,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2008",10.86741,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2009",10.88934,"B"
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2010",10.29273,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2011",9.843008,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2012",8.89976,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2013",8.267153,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2014",7.958941,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2015",8.559988,
"GRC","SELFEMPWEMP","MEN","PC_EMP","A","2016",8.982694,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","1995",2.283447,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","1996",2.81089,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","1997",2.733072,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","1998",2.918587,"B"
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","1999",3.201481,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2000",3.818328,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2001",3.766454,"B"
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2002",3.294267,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2003",3.296703,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2004",3.62458,"B"
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2005",3.889415,"B"
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2006",4.084208,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2007",4.08962,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2008",4.214325,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2009",4.124281,"B"
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2010",3.961013,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2011",4.130872,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2012",4.085822,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2013",4.190529,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2014",3.889534,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2015",4.326378,
"GRC","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",4.879816,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","1996",2.903111,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","1997",3.442549,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","1998",3.474033,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","1999",3.845224,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2000",6.745631,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2001",7.398942,"B"
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2002",6.872558,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2003",6.894758,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2004",7.62462,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2005",7.800305,"B"
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2006",7.234364,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2007",6.899001,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2008",6.835589,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2009",7.077,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2010",7.144304,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2011",7.0022,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2012",6.97984,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2013",6.82178,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2014",6.764426,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2015",6.620147,
"HUN","SELFEMPWEMP","MEN","PC_EMP","A","2016",6.225132,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","1996",1.141164,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","1997",1.513129,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","1998",1.744258,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","1999",1.929317,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2000",2.968438,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2001",3.136489,"B"
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2002",3.23632,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2003",2.994448,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2004",3.696366,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2005",3.555756,"B"
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2006",3.273809,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2007",3.135295,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2008",2.967512,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2009",3.156418,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2010",3.359787,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2011",3.110131,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2012",3.021371,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2013",3.069558,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2014",2.961654,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2015",2.997646,
"HUN","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",3.067951,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","1995",9.585121,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","1996",11.86441,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","1997",8.19209,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","1998",8.707483,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","1999",9.04325,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2000",9.620254,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2001",9.29368,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2002",9.252218,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2003",5.904522,"B"
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2004",6.439394,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2005",7.521578,"B"
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2006",7.560137,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2007",6.601731,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2008",6.364617,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2009",6.45933,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2010",5.474453,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2011",5.474453,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2012",5.649038,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2013",5.704307,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2014",5.612829,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2015",5.327415,
"ISL","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.402542,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","1995",3.668262,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","1996",4.173355,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","1997",3.902439,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","1998",3.432137,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","1999",3.566122,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2000",4.213483,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2001",2.953586,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2002",2.38764,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2003",2.234637,"B"
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2004",2.657343,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2005",2.60989,"B"
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2006",2.27577,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2007",2.723735,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2008",2.439024,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2009",1.578947,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2010",2.352941,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2011",2.337662,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2012",2.061856,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2013",2.138365,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2014",1.470588,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2015",1.551313,
"ISL","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.110199,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","1995",7.501314,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","1996",6.560738,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","1997",7.106786,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","1998",8.068208,"B"
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","1999",7.863582,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2000",8.007044,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2001",8.143519,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2002",8.175723,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2003",8.039854,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2004",7.896764,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2005",7.933899,"B"
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2006",7.664868,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2007",8.040073,"B"
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2008",8.116042,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2009",7.898312,"B"
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2010",7.254682,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2011",6.74545,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2012",6.531389,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2013",6.157938,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2014",6.359077,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2015",6.387773,
"IRL","SELFEMPWEMP","MEN","PC_EMP","A","2016",6.248808,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","1995",2.24311,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","1996",2.262169,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","1997",2.439947,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","1998",2.831798,"B"
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","1999",2.663515,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2000",2.634713,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2001",2.659192,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2002",2.346323,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2003",2.310896,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2004",2.59366,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2005",2.256373,"B"
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2006",2.151543,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2007",2.349325,"B"
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2008",2.264601,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2009",2.369401,"B"
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2010",2.255027,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2011",2.218551,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2012",2.239867,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2013",2.398589,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2014",2.152915,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2015",2.207807,
"IRL","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",2.264443,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","1995",14.85203,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","1996",14.93078,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","1997",14.9101,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","1998",14.72294,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","1999",14.7891,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2000",14.99911,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2001",14.59058,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2002",14.55745,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2003",14.79052,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2004",8.898565,"B"
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2005",8.958271,"B"
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2006",8.810203,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2007",8.730781,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2008",8.607267,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2009",8.455955,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2010",8.42903,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2011",8.355876,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2012",8.176931,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2013",8.464717,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2014",8.119143,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2015",7.844911,
"ITA","SELFEMPWEMP","MEN","PC_EMP","A","2016",7.720497,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","1995",8.050567,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","1996",8.202476,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","1997",8.018735,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","1998",7.527239,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","1999",8.116835,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2000",8.264507,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2001",7.47238,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2002",7.390988,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2003",7.449832,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2004",4.0948,"B"
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2005",3.758942,"B"
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2006",3.83732,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2007",3.77698,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2008",3.726485,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2009",3.547178,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2010",3.473272,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2011",3.526305,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2012",3.680307,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2013",3.925246,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2014",3.571739,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2015",3.889874,
"ITA","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",3.856887,
"JPN","SELFEMPWEMP","MEN","PC_EMP","A","2013",2.597,
"JPN","SELFEMPWEMP","MEN","PC_EMP","A","2014",2.450051,
"JPN","SELFEMPWEMP","MEN","PC_EMP","A","2015",2.350198,
"JPN","SELFEMPWEMP","MEN","PC_EMP","A","2016",2.27511,
"JPN","SELFEMPWEMP","MEN","PC_EMP","A","2017",2.201249,
"JPN","SELFEMPWEMP","WOMEN","PC_EMP","A","2013",0.6723716,
"JPN","SELFEMPWEMP","WOMEN","PC_EMP","A","2014",0.6497902,
"JPN","SELFEMPWEMP","WOMEN","PC_EMP","A","2015",0.6015546,
"JPN","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",0.5815119,
"JPN","SELFEMPWEMP","WOMEN","PC_EMP","A","2017",0.5274489,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1980",6.487828,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1981",6.452356,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1982",6.703209,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1983",7.415807,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1984",7.510681,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1985",7.803437,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1986",8.052254,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1987",8.274304,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1988",8.436479,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1989",8.646363,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1990",9.048464,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1991",9.730216,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1992",10.09675,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1993",9.878155,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1994",10.2291,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1995",10.24121,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1996",10.56595,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1997",10.56637,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1998",9.690217,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","1999",9.227037,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2000",9.647211,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2001",9.999206,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2002",10.13597,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2003",10.2755,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2004",10.29334,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2005",9.962491,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2006",9.654864,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2007",8.921879,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2008",8.611253,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2009",8.55541,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2010",8.436938,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2011",8.330389,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2012",8.396469,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2013",7.932478,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2014",8.026147,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2015",8.035536,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2016",7.809813,
"KOR","SELFEMPWEMP","MEN","PC_EMP","A","2017",7.734698,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1980",1.780927,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1981",1.665108,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1982",1.814301,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1983",2.145621,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1984",2.402891,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1985",2.262986,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1986",2.238443,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1987",2.525329,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1988",2.525476,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1989",2.572707,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1990",2.697939,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1991",2.775933,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1992",2.89267,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1993",2.943835,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1994",3.154613,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1995",3.338575,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1996",3.528582,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1997",3.665101,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1998",3.003708,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","1999",2.974691,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2000",2.999202,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2001",3.292181,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2002",3.295393,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2003",3.184014,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2004",3.428022,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2005",3.527189,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2006",3.451473,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2007",3.541624,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2008",3.51428,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2009",3.499795,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2010",3.278193,
"KOR","SELFEMPWEMP","WOMEN","PC_EMP","A","2011",3.230602,
